raw_timestamp,relative_to_unix_epoch_timestamp,device_name,position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,rotation_w
1751960721232,0,SteamVR Tracker (Right Foot),-4.576605,-1.168347,3.344939,0.3298615,0.05626464,0.5679613,0.7519612
1751960721233,0,SteamVR Tracker (Left Foot),-0.1839111,0.04131651,-0.08563459,0.3678496,0.6584163,0.4319164,-0.4945937
1751960721233,0,SteamVR Tracker (Waist),-0.3177145,0.9840039,0.1363108,-0.01835562,-0.5288379,0.03819218,0.8476644
1751960723004,0.01999999,SteamVR Tracker (Right Foot),-4.576963,-1.16838,3.34479,0.3295907,0.05348606,0.5685778,0.7518168
1751960723004,0.01999999,SteamVR Tracker (Left Foot),-0.1838584,0.03678274,-0.08453155,0.3705497,0.6571851,0.4323617,-0.4938259
1751960723005,0.01999999,SteamVR Tracker (Waist),-0.3179012,0.9870516,0.1175213,-0.01523723,-0.5827191,0.02216779,0.8122283
1751960723092,0.1144966,SteamVR Tracker (Right Foot),-4.576969,-1.16843,3.344845,0.3299136,0.05330718,0.5686166,0.7516585
1751960723092,0.1144966,SteamVR Tracker (Left Foot),-0.183917,0.03699374,-0.08454776,0.3705185,0.6571345,0.4325343,-0.4937655
1751960723092,0.1144966,SteamVR Tracker (Waist),-0.3190486,0.9865991,0.116408,-0.01800339,-0.5810618,0.02303873,0.813334
1751960723123,0.1455038,SteamVR Tracker (Right Foot),-4.576996,-1.168367,3.344881,0.3299946,0.05332305,0.5686586,0.7515901
1751960723123,0.1455038,SteamVR Tracker (Left Foot),-0.1839522,0.03702569,-0.08448231,0.3705436,0.6570196,0.43266,-0.4937895
1751960723123,0.1455038,SteamVR Tracker (Waist),-0.3194562,0.9866974,0.1162251,-0.01846057,-0.5791323,0.02315336,0.8146957
1751960723171,0.1877646,SteamVR Tracker (Right Foot),-4.576931,-1.168508,3.344855,0.3300831,0.05327122,0.5686792,0.7515393
1751960723171,0.1877646,SteamVR Tracker (Left Foot),-0.183987,0.03711557,-0.08454317,0.3705709,0.6570315,0.4326685,-0.4937458
1751960723171,0.1877646,SteamVR Tracker (Waist),-0.3196315,0.9867225,0.1161196,-0.01876508,-0.5783819,0.02301643,0.8152254
1751960723187,0.2118968,SteamVR Tracker (Right Foot),-4.576921,-1.168496,3.344795,0.3301219,0.05316432,0.5686674,0.7515388
1751960723187,0.2118968,SteamVR Tracker (Left Foot),-0.1840251,0.03712654,-0.0845114,0.370546,0.6571004,0.4326114,-0.4937229
1751960723187,0.2118968,SteamVR Tracker (Waist),-0.3198192,0.9867132,0.1160265,-0.01961416,-0.5779985,0.02257396,0.8154898
1751960723219,0.2441489,SteamVR Tracker (Right Foot),-4.576938,-1.168546,3.344875,0.3301764,0.05305992,0.5686681,0.7515216
