raw_timestamp,relative_to_unix_epoch_timestamp,device_name,position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,rotation_w
1751960811871,0,SteamVR Tracker (Right Foot),-0.3234582,0.06912708,0.4800776,-0.5132195,-0.07183086,-0.08453132,0.8510585
1751960811871,0,SteamVR Tracker (Left Foot),-0.537477,-0.006027937,0.4841599,-0.5652783,-0.2308868,-0.1154108,0.7834744
1751960811871,0,SteamVR Tracker (Waist),-0.5783044,0.7627335,1.227052,-0.4976138,0.4938466,0.5018331,0.5066159
1751960813762,0.01999999,SteamVR Tracker (Right Foot),-0.324621,0.0692029,0.482293,-0.5007706,-0.06718764,-0.07983301,0.8592679
1751960813762,0.01999999,SteamVR Tracker (Left Foot),-0.5380794,-0.006907701,0.4851591,-0.5571598,-0.2347709,-0.1133526,0.7884205
1751960813763,0.01999999,SteamVR Tracker (Waist),-0.5780318,0.7615713,1.22709,-0.4973378,0.494012,0.5018342,0.5067245
1751960813844,0.1206664,SteamVR Tracker (Right Foot),-0.3244407,0.06945133,0.4821665,-0.5017598,-0.06719694,-0.07976897,0.8586959
1751960813844,0.1206664,SteamVR Tracker (Left Foot),-0.5381253,-0.007044554,0.4851245,-0.5573519,-0.2345334,-0.1131606,0.7883829
1751960813844,0.1206664,SteamVR Tracker (Waist),-0.5780988,0.7617347,1.227077,-0.4974616,0.4938319,0.5018626,0.5067503
1751960813873,0.1526674,SteamVR Tracker (Right Foot),-0.3244848,0.06948209,0.4819348,-0.5025581,-0.06730673,-0.07965665,0.8582308
1751960813873,0.1526674,SteamVR Tracker (Left Foot),-0.5382,-0.007072926,0.4849679,-0.5577382,-0.2343111,-0.1133154,0.7881536
1751960813873,0.1526674,SteamVR Tracker (Waist),-0.5781454,0.7619531,1.227051,-0.497402,0.4938654,0.5018559,0.5067828
1751960813940,0.2081558,SteamVR Tracker (Right Foot),-0.3244368,0.0695169,0.4820027,-0.5028134,-0.06741461,-0.07962783,0.8580754
1751960813940,0.2081558,SteamVR Tracker (Left Foot),-0.5381535,-0.006972551,0.4849656,-0.5580562,-0.2341342,-0.1134815,0.7879571
1751960813940,0.2081558,SteamVR Tracker (Waist),-0.578212,0.7621852,1.227043,-0.4973384,0.4939054,0.5018939,0.5067688
1751960813958,0.2380657,SteamVR Tracker (Right Foot),-0.3243759,0.06947708,0.4819784,-0.5030968,-0.06736591,-0.07973215,0.8579034
1751960813958,0.2380657,SteamVR Tracker (Left Foot),-0.538198,-0.006887674,0.4850126,-0.558565,-0.2339615,-0.1136093,0.7876294
1751960813958,0.2380657,SteamVR Tracker (Waist),-0.5782049,0.7621243,1.226988,-0.497388,0.4939439,0.5017864,0.506789
1751960813995,0.2724509,SteamVR Tracker (Right Foot),-0.3245108,0.06955218,0.4819698,-0.5029563,-0.06747258,-0.07979989,0.8579711
1751960813995,0.2724509,SteamVR Tracker (Left Foot),-0.5382664,-0.006778717,0.4848633,-0.5587775,-0.2339647,-0.1136269,0.7874752
1751960813995,0.2724509,SteamVR Tracker (Waist),-0.5782765,0.7620974,1.227004,-0.4973426,0.49394,0.5018361,0.5067881
