raw_timestamp,relative_to_unix_epoch_timestamp,device_name,position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,rotation_w
1752234654118,0,SteamVR Tracker (Right Foot),-1.39968,0.7557657,1.135963,-0.6678183,-0.221888,-0.2258687,0.6736228
1752234654119,0,SteamVR Tracker (Left Foot),-1.108132,0.7498823,1.256204,-0.6924844,-0.08600263,-0.09007595,0.710602
1752234654119,0,SteamVR Tracker (Waist),-0.9704486,0.760376,1.101686,-0.6698956,0.2386066,0.2546122,0.6553468
1752234654119,0,SteamVR Controller (Index Controller) (Right Hand),-0.3091515,1.084861,1.22931,-0.4674136,-0.2237526,0.253974,0.8166741
1752234654119,0,SteamVR Controller (Index Controller) (Left Hand),-0.312564,1.08927,1.204726,-0.3825118,0.2768199,-0.1858041,0.8617032
1752234656708,0.01999999,SteamVR Tracker (Right Foot),-1.399905,0.7556182,1.136065,-0.66777,-0.2218739,-0.2257487,0.6737157
1752234656708,0.01999999,SteamVR Tracker (Left Foot),-1.107964,0.750101,1.255866,-0.6926569,-0.08593433,-0.09003329,0.7104475
1752234656708,0.01999999,SteamVR Tracker (Waist),-0.9704505,0.7602929,1.101751,-0.6699459,0.2386489,0.2548695,0.65518
1752234656708,0.01999999,SteamVR Controller (Index Controller) (Right Hand),-0.3092415,1.084943,1.229144,-0.4674969,-0.2237628,0.2540626,0.8165961
1752234656708,0.01999999,SteamVR Controller (Index Controller) (Left Hand),-0.3125992,1.089312,1.204786,-0.3825788,0.2766867,-0.185942,0.8616865
1752234656761,0.1082479,SteamVR Tracker (Right Foot),-1.3998,0.7557633,1.135918,-0.6678377,-0.2218079,-0.2257535,0.6736687
1752234656761,0.1082479,SteamVR Tracker (Left Foot),-1.107962,0.7502245,1.255768,-0.6925847,-0.08594867,-0.0900271,0.710517
1752234656761,0.1082479,SteamVR Tracker (Waist),-0.970453,0.7603781,1.101659,-0.6700393,0.2385748,0.2549298,0.655088
1752234656761,0.1082479,SteamVR Controller (Index Controller) (Right Hand),-0.3092123,1.084967,1.229114,-0.4675048,-0.2236833,0.2540002,0.8166327
1752234656761,0.1082479,SteamVR Controller (Index Controller) (Left Hand),-0.3125245,1.089351,1.204712,-0.3826387,0.2768095,-0.1860887,0.8615888
1752234656770,0.1248289,SteamVR Tracker (Right Foot),-1.399868,0.7557474,1.135931,-0.6678019,-0.2218295,-0.2257858,0.6736862
1752234656770,0.1248289,SteamVR Tracker (Left Foot),-1.10808,0.7502966,1.255684,-0.6925628,-0.08597483,-0.08994454,0.7105457
1752234656770,0.1248289,SteamVR Tracker (Waist),-0.9705594,0.7603328,1.101691,-0.670001,0.2385474,0.2549396,0.6551333
1752234656770,0.1248289,SteamVR Controller (Index Controller) (Right Hand),-0.309233,1.08504,1.229171,-0.4675417,-0.2236355,0.2540954,0.8165951
1752234656770,0.1248289,SteamVR Controller (Index Controller) (Left Hand),-0.3125647,1.089406,1.204822,-0.3826755,0.2766987,-0.1861185,0.8616015
1752234656782,0.1375832,SteamVR Tracker (Right Foot),-1.399872,0.7557708,1.135915,-0.6678132,-0.2218024,-0.2257943,0.673681
1752234656782,0.1375832,SteamVR Tracker (Left Foot),-1.108172,0.7502593,1.255761,-0.6925218,-0.08601353,-0.08991972,0.710584
1752234656782,0.1375832,SteamVR Tracker (Waist),-0.9705786,0.7603321,1.101686,-0.6700201,0.2385593,0.254961,0.6551011
1752234656782,0.1375832,SteamVR Controller (Index Controller) (Right Hand),-0.309315,1.085017,1.22915,-0.467519,-0.2236811,0.254115,0.8165895
1752234656782,0.1375832,SteamVR Controller (Index Controller) (Left Hand),-0.3126541,1.089402,1.204775,-0.382713,0.2767041,-0.1860415,0.8615997
1752234656796,0.1501999,SteamVR Tracker (Right Foot),-1.399987,0.7557092,1.135978,-0.6677846,-0.2218547,-0.2257347,0.6737123
1752234656796,0.1501999,SteamVR Tracker (Left Foot),-1.108173,0.750217,1.255829,-0.6925194,-0.08600754,-0.08994193,0.7105843
1752234656796,0.1501999,SteamVR Tracker (Waist),-0.9705563,0.7602848,1.101747,-0.6699733,0.2386122,0.2548861,0.6551588
1752234656796,0.1501999,SteamVR Controller (Index Controller) (Right Hand),-0.3093397,1.085023,1.229113,-0.4674858,-0.2237181,0.2539935,0.8166361
1752234656796,0.1501999,SteamVR Controller (Index Controller) (Left Hand),-0.312654,1.089409,1.204632,-0.3826348,0.2767242,-0.1860828,0.8616192
1752234656808,0.1626446,SteamVR Tracker (Right Foot),-1.399871,0.755695,1.135954,-0.6677972,-0.2218284,-0.2258136,0.6736819
1752234656808,0.1626446,SteamVR Tracker (Left Foot),-1.10813,0.7502561,1.255857,-0.6924976,-0.08598258,-0.08999512,0.7106019
1752234656808,0.1626446,SteamVR Tracker (Waist),-0.9705621,0.7602817,1.101752,-0.6699723,0.2386327,0.254856,0.6551641
1752234656808,0.1626446,SteamVR Controller (Index Controller) (Right Hand),-0.3093334,1.085065,1.229128,-0.4675003,-0.2237424,0.2539944,0.8166209
1752234656808,0.1626446,SteamVR Controller (Index Controller) (Left Hand),-0.3125999,1.089365,1.204653,-0.3825967,0.2768218,-0.1860667,0.8616082
1752234656821,0.1759459,SteamVR Tracker (Right Foot),-1.399863,0.7556952,1.135944,-0.6678081,-0.2218317,-0.2258168,0.673669
1752234656821,0.1759459,SteamVR Tracker (Left Foot),-1.108088,0.7501919,1.255779,-0.6925126,-0.08600923,-0.08999266,0.7105844
1752234656821,0.1759459,SteamVR Tracker (Waist),-0.9705663,0.7603518,1.101725,-0.6699797,0.2385504,0.2549418,0.6551532
1752234656821,0.1759459,SteamVR Controller (Index Controller) (Right Hand),-0.3092297,1.08497,1.229044,-0.4675025,-0.2237616,0.2540114,0.816609
1752234656821,0.1759459,SteamVR Controller (Index Controller) (Left Hand),-0.3125488,1.089264,1.204622,-0.3825995,0.2768071,-0.1860094,0.8616241
1752234656836,0.1877777,SteamVR Tracker (Right Foot),-1.399742,0.7557312,1.135944,-0.6677713,-0.22181,-0.2259057,0.6736827
1752234656836,0.1877777,SteamVR Tracker (Left Foot),-1.107985,0.7502011,1.255788,-0.6924919,-0.08597716,-0.09003239,0.7106033
1752234656836,0.1877777,SteamVR Tracker (Waist),-0.9704584,0.7603282,1.101691,-0.669962,0.2385753,0.2549064,0.655176
1752234656836,0.1877777,SteamVR Controller (Index Controller) (Right Hand),-0.3092646,1.084888,1.229025,-0.4674771,-0.2237578,0.254054,0.8166114
1752234656836,0.1877777,SteamVR Controller (Index Controller) (Left Hand),-0.312514,1.089273,1.204567,-0.3825721,0.2767687,-0.185938,0.8616639
1752234656846,0.2000728,SteamVR Tracker (Right Foot),-1.399726,0.7557392,1.135943,-0.6677752,-0.2218309,-0.2259132,0.6736696
1752234656846,0.2000728,SteamVR Tracker (Left Foot),-1.107966,0.7502398,1.25579,-0.6924984,-0.0860136,-0.09003958,0.7105917
1752234656846,0.2000728,SteamVR Tracker (Waist),-0.9704494,0.7603269,1.101693,-0.6699595,0.2385919,0.2548971,0.655176
1752234656846,0.2000728,SteamVR Controller (Index Controller) (Right Hand),-0.3091829,1.084902,1.229074,-0.4675109,-0.2237494,0.2540198,0.816605
1752234656846,0.2000728,SteamVR Controller (Index Controller) (Left Hand),-0.3124445,1.089266,1.204681,-0.3825989,0.2768623,-0.1858671,0.8616374
1752234656858,0.2127099,SteamVR Tracker (Right Foot),-1.399765,0.7557676,1.135929,-0.6677768,-0.2218203,-0.225914,0.6736712
1752234656858,0.2127099,SteamVR Tracker (Left Foot),-1.10796,0.7502379,1.255784,-0.6924758,-0.08601598,-0.09005196,0.7106119
1752234656858,0.2127099,SteamVR Tracker (Waist),-0.9704297,0.7603906,1.101687,-0.6699539,0.2386048,0.2549056,0.6551738
1752234656858,0.2127099,SteamVR Controller (Index Controller) (Right Hand),-0.3092126,1.084935,1.229103,-0.4674746,-0.2237487,0.2539538,0.8166465
1752234656858,0.2127099,SteamVR Controller (Index Controller) (Left Hand),-0.3124761,1.089345,1.204672,-0.3825602,0.2769098,-0.1858863,0.8616351
1752234656870,0.2249246,SteamVR Tracker (Right Foot),-1.399688,0.7556897,1.135882,-0.6677618,-0.2217672,-0.225885,0.6737133
1752234656870,0.2249246,SteamVR Tracker (Left Foot),-1.10786,0.7501973,1.255751,-0.6924558,-0.0860149,-0.09009597,0.710626
1752234656870,0.2249246,SteamVR Tracker (Waist),-0.9703069,0.7603736,1.10165,-0.6699547,0.2386076,0.2548972,0.6551753
1752234656870,0.2249246,SteamVR Controller (Index Controller) (Right Hand),-0.3091801,1.084966,1.229189,-0.4674371,-0.2237358,0.2539512,0.8166723
1752234656870,0.2249246,SteamVR Controller (Index Controller) (Left Hand),-0.3124922,1.089339,1.204746,-0.3825518,0.2769493,-0.185857,0.8616323
1752234656882,0.2371454,SteamVR Tracker (Right Foot),-1.399673,0.7556946,1.13588,-0.6677852,-0.2217773,-0.225893,0.673684
1752234656882,0.2371454,SteamVR Tracker (Left Foot),-1.107837,0.7501944,1.255744,-0.6924596,-0.08601292,-0.09013858,0.7106171
1752234656882,0.2371454,SteamVR Tracker (Waist),-0.9702806,0.760374,1.101645,-0.6699319,0.2386323,0.2548741,0.6551986
1752234656882,0.2371454,SteamVR Controller (Index Controller) (Right Hand),-0.3090847,1.084898,1.229101,-0.4674398,-0.2237257,0.2540075,0.816656
