raw_timestamp,relative_to_unix_epoch_timestamp,device_name,position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,rotation_w
1752232613220,0,SteamVR Tracker (Right Foot),-1.401376,0.7429943,1.122556,-0.6667364,-0.2361773,-0.2243306,0.6703422
1752232613221,0,SteamVR Tracker (Left Foot),-1.112352,0.7441854,1.248481,-0.6942092,-0.09999622,-0.08893128,0.7072239
1752232613221,0,SteamVR Tracker (Waist),-0.9695712,0.759454,1.092202,-0.6755314,0.227967,0.2495033,0.655314
1752232614884,0.01999999,SteamVR Tracker (Right Foot),-1.401745,0.7429379,1.122731,-0.6669562,-0.2360573,-0.2243787,0.6701497
1752232614884,0.01999999,SteamVR Tracker (Left Foot),-1.112321,0.7443186,1.248346,-0.6940712,-0.1001378,-0.08907521,0.7073212
1752232614884,0.01999999,SteamVR Tracker (Waist),-0.9692389,0.7598429,1.091702,-0.6755147,0.2279462,0.2494618,0.6553543
1752232614914,0.0686636,SteamVR Tracker (Right Foot),-1.401617,0.7429717,1.122647,-0.6668957,-0.2360685,-0.2243014,0.6702318
1752232614914,0.0686636,SteamVR Tracker (Left Foot),-1.112265,0.7443701,1.248278,-0.6941625,-0.1000317,-0.08893709,0.7072639
1752232614914,0.0686636,SteamVR Tracker (Waist),-0.9691689,0.7600285,1.091573,-0.6755602,0.2280825,0.249557,0.6552237
1752232614920,0.0764879,SteamVR Tracker (Right Foot),-1.401706,0.742931,1.122573,-0.6669073,-0.2361108,-0.2242527,0.6702217
1752232614920,0.0764879,SteamVR Tracker (Left Foot),-1.112339,0.7443534,1.248274,-0.6942142,-0.1000522,-0.08892193,0.7072122
1752232614920,0.0764879,SteamVR Tracker (Waist),-0.9692528,0.7600363,1.091568,-0.6755153,0.2280995,0.2495538,0.6552654
1752232614932,0.0877014,SteamVR Tracker (Right Foot),-1.40173,0.7429286,1.122546,-0.6669462,-0.2361036,-0.2242776,0.6701772
1752232614932,0.0877014,SteamVR Tracker (Left Foot),-1.11238,0.7443699,1.248271,-0.694215,-0.1000409,-0.08895914,0.7072083
1752232614932,0.0877014,SteamVR Tracker (Waist),-0.9692863,0.760052,1.091556,-0.6755568,0.2280426,0.24957,0.6552362
1752232614944,0.0994084,SteamVR Tracker (Right Foot),-1.401702,0.7428776,1.122586,-0.6669145,-0.2360951,-0.2243119,0.6702002
1752232614944,0.0994084,SteamVR Tracker (Left Foot),-1.112285,0.7442815,1.248308,-0.6942131,-0.1000202,-0.08895299,0.7072139
1752232614944,0.0994084,SteamVR Tracker (Waist),-0.9692087,0.7599326,1.091606,-0.6755129,0.2280544,0.249537,0.65529
1752232614954,0.1101262,SteamVR Tracker (Right Foot),-1.401735,0.7428935,1.122603,-0.6669059,-0.236079,-0.2242849,0.6702236
1752232614954,0.1101262,SteamVR Tracker (Left Foot),-1.112301,0.7442811,1.248313,-0.6942098,-0.1000604,-0.08892962,0.7072145
1752232614954,0.1101262,SteamVR Tracker (Waist),-0.9692316,0.7599398,1.091604,-0.6754718,0.2280127,0.2495542,0.6553402
1752232614967,0.1217529,SteamVR Tracker (Right Foot),-1.401694,0.7429181,1.122622,-0.6668646,-0.2360637,-0.224325,0.6702566
1752232614967,0.1217529,SteamVR Tracker (Left Foot),-1.112227,0.7443037,1.2483,-0.6942232,-0.1000236,-0.08896446,0.707202
1752232614967,0.1217529,SteamVR Tracker (Waist),-0.9691564,0.7599697,1.091622,-0.6755313,0.2280265,0.2495361,0.6552811
1752232614976,0.1327578,SteamVR Tracker (Right Foot),-1.401694,0.7429248,1.122628,-0.666873,-0.2360719,-0.2243877,0.6702244
1752232614976,0.1327578,SteamVR Tracker (Left Foot),-1.112229,0.7442967,1.248294,-0.6942403,-0.1000047,-0.08898544,0.7071853
1752232614976,0.1327578,SteamVR Tracker (Waist),-0.9691833,0.7599885,1.091647,-0.6754953,0.2280577,0.2495143,0.6553155
1752232614988,0.144743,SteamVR Tracker (Right Foot),-1.401712,0.7429398,1.122616,-0.6668921,-0.2360527,-0.2243797,0.6702148
1752232614988,0.144743,SteamVR Tracker (Left Foot),-1.112244,0.7442715,1.248349,-0.6942002,-0.1000305,-0.08901209,0.7072177
1752232614988,0.144743,SteamVR Tracker (Waist),-0.9692185,0.7599587,1.091644,-0.675546,0.2280866,0.2495077,0.6552557
1752232614999,0.1556729,SteamVR Tracker (Right Foot),-1.401698,0.7429445,1.122709,-0.6668341,-0.2360694,-0.2244117,0.6702559
1752232614999,0.1556729,SteamVR Tracker (Left Foot),-1.112234,0.7442684,1.248382,-0.6941993,-0.1000443,-0.08900519,0.7072175
1752232614999,0.1556729,SteamVR Tracker (Waist),-0.9691942,0.7599398,1.091622,-0.675543,0.2280772,0.2494868,0.65527
1752232615010,0.1664849,SteamVR Tracker (Right Foot),-1.401712,0.7429578,1.122713,-0.6668611,-0.2360208,-0.2243999,0.6702501
1752232615011,0.1664849,SteamVR Tracker (Left Foot),-1.112238,0.7442685,1.248394,-0.6942068,-0.1000299,-0.08899848,0.707213
1752232615011,0.1664849,SteamVR Tracker (Waist),-0.9692051,0.7599354,1.091623,-0.6755168,0.228099,0.2494847,0.6552904
