raw_timestamp,relative_to_unix_epoch_timestamp,relative_to_video_first_frame_timestamp,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_status,left_pupil_diameter,left_iris_diameter,left_pupil_iris_ratio,left_eye_openness,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_status,right_pupil_diameter,right_iris_diameter,right_pupil_iris_ratio,right_eye_openness,inter_pupillary_distance
1000575489556207900,1746542778035,0,1.11615,2830765,0.3468125,Valid,-0.07076845,0.1946326,0.97832,0,0,0,-0.04650733,0.1949107,0.9797177,-0.02958225,0,0,Tracked,5.070817,12.24208,0.4142121,0.9997861,-0.09921496,0.1941591,0.9759399,0.02958225,0,0,Compensated,5.356445,12.08619,0.4431874,0.9596741,58.15
1000575489561207000,1746542778036,0,1.116491,2830766,0.4231685,Valid,-0.07062919,0.1946471,0.9783272,0,0,0,-0.04641538,0.1949241,0.9797195,-0.02958225,0,0,Tracked,5.075749,12.24208,0.4146151,0.9997928,-0.09910773,0.1941737,0.9759479,0.02958225,0,0,Compensated,5.361227,12.08619,0.443583,0.9598761,58.15
1000575489566206100,1746542778036,0,1.114198,2830767,0.5702484,Valid,-0.07047641,0.1946855,0.9783306,0,0,0,-0.04620975,0.1949623,0.9797215,-0.02958225,0,0,Tracked,5.083273,12.24208,0.4152296,0.9997993,-0.09901163,0.1942118,0.9759501,0.02958225,0,0,Compensated,5.366554,12.08619,0.4440238,0.9601573,58.15
1000575489571205200,1746542778036,0,1.108702,2830768,0.554563,Valid,-0.07032252,0.1947781,0.9783232,0,0,0,-0.04583704,0.1950562,0.9797204,-0.02958225,0,0,Compensated,5.090759,12.24208,0.4158411,0.9998055,-0.09890232,0.1943041,0.9759427,0.02958225,0,0,Compensated,5.375544,12.08619,0.4447676,0.9603329,58.15
1000575489576204500,1746542778036,0,1.106173,2830769,0.5286563,Valid,-0.07020137,0.1947801,0.9783314,0,0,0,-0.04562487,0.1950585,0.9797298,-0.02958225,0,0,Tracked,5.092555,12.24208,0.4159878,0.9998116,-0.09881256,0.1943063,0.9759514,0.02958225,0,0,Compensated,5.382404,12.08619,0.4453352,0.9605111,58.15
1000575489581206600,1746542778036,0,1.110111,2830770,0.5435537,Valid,-0.07014656,0.1946471,0.9783619,0,0,0,-0.04557017,0.194925,0.979759,-0.02958225,0,0,Tracked,5.093884,12.24208,0.4160964,0.9998174,-0.09857045,0.1941775,0.9760015,0.02958225,0,0,Compensated,5.389707,12.08619,0.4459394,0.9606736,58.15
1000575489586212200,1746542778036,0,1.11722,2830771,0.6055855,Valid,-0.07002156,0.1945082,0.9783984,0,0,0,-0.04547018,0.1947851,0.9797914,-0.02958225,0,0,Tracked,5.097248,12.24208,0.4163711,0.9998231,-0.0981355,0.1940456,0.9760716,0.02958225,0,0,Compensated,5.394399,12.08619,0.4463277,0.9607799,58.15
1000575489591210400,1746542778036,0,1.125622,2830772,0.6265839,Valid,-0.06982649,0.1944041,0.9784331,0,0,0,-0.04528849,0.1946798,0.9798207,-0.02958225,0,0,Tracked,5.102169,12.24208,0.4167731,0.9998286,-0.0975638,0.1939501,0.9761479,0.02958225,0,0,Tracked,5.398588,12.08619,0.4466743,0.9608321,58.15
1000575489596204200,1746542778036,0,1.121857,2830773,0.6153494,Valid,-0.0696152,0.194494,0.9784303,0,0,0,-0.04494577,0.19477,0.9798186,-0.02958225,0,0,Tracked,5.107702,12.24208,0.4172251,0.9998339,-0.0973983,0.1940401,0.9761465,0.02958225,0,0,Compensated,5.402268,12.08619,0.4469787,0.9610429,58.15
1000575489601203100,1746542778036,0,1.115728,2830774,0.642585,Valid,-0.06937726,0.1946031,0.9784255,0,0,0,-0.04455353,0.1948794,0.9798148,-0.02958225,0,0,Tracked,5.113064,12.24208,0.4176631,0.9998391,-0.09729585,0.1941476,0.9761354,0.02958225,0,0,Compensated,5.40937,12.08619,0.4475664,0.9612317,58.15
1000575489606202100,1746542778036,0,1.110556,2830775,0.6475888,Valid,-0.06913646,0.1947057,0.9784221,0,0,0,-0.04419339,0.194982,0.9798107,-0.02958225,0,0,Tracked,5.117856,12.24208,0.4180545,0.9998441,-0.09718295,0.1942488,0.9761264,0.02958225,0,0,Compensated,5.414176,12.08619,0.447964,0.9613868,58.15
1000575489611201100,1746542778036,0,1.113709,2830776,0.6052409,Valid,-0.06890988,0.194696,0.97844,0,0,0,-0.04389577,0.1949718,0.9798261,-0.02958225,0,0,Tracked,5.121508,12.24208,0.4183528,0.9998489,-0.09673819,0.1942446,0.9761715,0.02958225,0,0,Compensated,5.417043,12.08619,0.4482012,0.9615508,58.15
1000575489616208800,1746542778036,0,2,2830777,0.4025559,Valid,-0.06812557,0.1938935,0.9786543,0,0,0,-0.04344623,0.1941615,0.980007,-0.02958225,0,0,Tracked,5.126019,12.24208,0.4187213,0.9998536,-0.09543791,0.1934579,0.9764556,0.02958225,0,0,Compensated,5.389994,12.08619,0.4459632,0.9616404,58.15
1000575489621211300,1746542778036,0,2,2830778,0.2663892,Valid,-0.06765846,0.19369,0.978727,0,0,0,-0.04309397,0.1939546,0.9800636,-0.02958225,0,0,Tracked,5.139105,12.24208,0.4197903,0.9998581,-0.0944665,0.1932667,0.976588,0.02958225,0,0,Tracked,5.400427,12.08619,0.4468264,0.9617397,58.15
1000575489626210300,1746542778036,0,2,2830779,0,Valid,-0.06508811,0.1947035,0.9787002,0,0,0,-0.04212011,0.1949441,0.9799095,-0.02958225,0,0,Tracked,5.139468,12.24208,0.4198199,0.9998625,-0.08887038,0.1943452,0.9768991,0.02958225,0,0,Compensated,5.560208,12.08619,0.4600465,0.9619032,58.15
1000575489631209300,1746542778036,0,2,2830780,0,Valid,-0.05809196,0.2002719,0.9780166,0,0,0,-0.03849758,0.200462,0.9789448,-0.02958225,0,0,Tracked,5.155213,12.24208,0.4211061,0.9998667,-0.07642482,0.2000239,0.9768059,0.02958225,0,0,Compensated,5.552578,12.08619,0.4594153,0.9620509,58.15
1000575489636208300,1746542778036,0,2,2830781,0,Valid,-0.0476433,0.212074,0.9760916,0,0,0,-0.03256385,0.2122025,0.976683,-0.02958225,0,0,Tracked,5.170887,12.24208,0.4223865,0.9998709,-0.05988396,0.2119341,0.9754475,0.02958225,0,0,Compensated,5.544769,12.08619,0.4587691,0.9597689,58.15
1000575489641207400,1746542778036,0,2,2830782,0,Valid,-0.03231866,0.2325047,0.9720582,0,0,0,-0.01949168,0.2325821,0.9723814,-0.02958225,0,0,Compensated,5.159087,12.24208,0.4214225,0.9998748,-0.04277129,0.2324134,0.9716762,0.02958225,0,0,Compensated,5.439883,12.08619,0.450091,0.9566354,58.15
1000575489646206400,1746542778036,0,2,2830783,0,Valid,-0.02060459,0.2451115,0.969276,0,0,0,-0.0106394,0.2451496,0.9694269,-0.02958225,0,0,Tracked,5.115427,12.24208,0.4178561,0.9998787,-0.0283302,0.2450651,0.9690926,0.02958225,0,0,Compensated,5.371648,12.08619,0.4444453,0.9536669,58.15
1000575489651208900,1746542778036,0,2,2830784,0,Valid,-0.005500102,0.2608916,0.9653524,0,0,0,0.0001840969,0.2608956,0.965367,-0.02958225,0,0,Tracked,5.087638,12.24208,0.4155862,0.9998825,-0.008940291,0.2608851,0.9653285,0.02958225,0,0,Compensated,5.365873,12.08619,0.4439675,0.9532297,58.15
1000575489656220300,1746542778036,0,2,2830785,0,Valid,0.006171786,0.2727279,0.9620714,0,0,0,0.01062638,0.2727177,0.9620354,-0.02958225,0,0,Tracked,5.085571,12.24208,0.4154173,0.9998861,0.003197231,0.2727317,0.9620848,0.02958225,0,0,Compensated,5.358455,12.08619,0.4433537,0.9529973,58.15
1000575489661213700,1746542778036,0,2,2830786,0,Valid,0.01723281,0.2834895,0.9588205,0,0,0,0.02165296,0.2834651,0.9587381,-0.02958225,0,0,Tracked,5.083104,12.24208,0.4152158,0.9998896,0.01311661,0.2835072,0.9588804,0.02958225,0,0,Compensated,5.360373,12.08619,0.4435124,0.9530701,58.15
1000575489666212700,1746542778036,0,2,2830787,0,Valid,0.02736775,0.2958729,0.9548352,0,0,0,0.03203158,0.2958319,0.9547028,-0.02958225,0,0,Compensated,5.082557,12.24208,0.4151711,0.999893,0.02233246,0.29591,0.9549547,0.02958225,0,0,Compensated,5.428743,12.08619,0.4491693,0.9533146,58.15
1000575489671211700,1746542778036,0,2,2830788,0,Valid,0.0350601,0.3054234,0.951571,0,0,0,0.04024341,0.3053637,0.951385,-0.02958225,0,0,Compensated,5.082593,12.24208,0.4151741,0.9998963,0.02915348,0.3054813,0.9517516,0.02958225,0,0,Compensated,5.430704,12.08619,0.4493315,0.953521,58.15
1000575489676210700,1746542778036,0,2,2830789,0,Valid,0.04096759,0.3128803,0.9489086,0,0,0,0.04673235,0.3128011,0.9486683,-0.02958225,0,0,Tracked,5.085608,12.24208,0.4154204,0.9998995,0.03419907,0.3129601,0.9491504,0.02958225,0,0,Compensated,5.430299,12.08619,0.449298,0.953722,58.15
1000575489681209700,1746542778036,0,2,2830790,0,Valid,0.04477279,0.3173677,0.947245,0,0,0,0.05174454,0.3172607,0.9469256,-0.02958225,0,0,Compensated,5.090601,12.24208,0.4158282,0.9999026,0.03288446,0.3175145,0.947683,0.02958225,0,0,Compensated,5.417615,12.08619,0.4482486,0.9539989,58.15
1000575489686212100,1746542778036,0,2,2830791,0,Valid,0.0476382,0.3220365,0.945528,0,0,0,0.05530157,0.3219091,0.9451541,-0.02958225,0,0,Compensated,5.0936,12.24208,0.4160732,0.9999056,0.03615014,0.3221918,0.9459839,0.02958225,0,0,Compensated,5.420766,12.08619,0.4485093,0.9543414,58.15
1000575489691211100,1746542778036,0,2,2830792,0,Valid,0.04998968,0.3252445,0.9443077,0,0,0,0.05787049,0.3251059,0.9439052,-0.02958225,0,0,Compensated,5.095723,12.24208,0.4162466,0.9999085,0.03910441,0.3254026,0.9447666,0.02958225,0,0,Compensated,5.421686,12.08619,0.4485854,0.9547537,58.15
1000575489696212900,1746542778036,0,2,2830793,0,Valid,0.05148461,0.3261186,0.9439259,0,0,0,0.05989146,0.3259655,0.9434826,-0.02958225,0,0,Compensated,5.097846,12.24208,0.41642,0.9999113,0.03793409,0.3263166,0.9444991,0.02958225,0,0,Compensated,5.418953,12.08619,0.4483593,0.95521,58.15
1000575489701223800,1746542778037,0,2,2830794,0,Valid,0.05193361,0.327723,0.9433454,0,0,0,0.06124962,0.3275498,0.9428466,-0.02958225,0,0,Compensated,5.099371,12.24208,0.4165446,0.9999141,0.03872916,0.3279197,0.9439114,0.02958225,0,0,Compensated,5.39298,12.08619,0.4462103,0.9559412,58.15
1000575489706218000,1746542778037,0,2,2830795,0,Valid,0.05272641,0.3276474,0.9433277,0,0,0,0.06218079,0.3274689,0.9428137,-0.02958225,0,0,Compensated,5.100414,12.24208,0.4166298,0.9999167,0.03808969,0.3278657,0.9439562,0.02958225,0,0,Compensated,5.377892,12.08619,0.4449619,0.956453,58.15
1000575489711207900,1746542778037,0,2,2830796,0,Valid,0.05329844,0.3275542,0.9433279,0,0,0,0.06284682,0.327372,0.9428031,-0.02958225,0,0,Compensated,5.101254,12.24208,0.4166984,0.9999192,0.0377795,0.3277863,0.9439962,0.02958225,0,0,Compensated,5.369216,12.08619,0.4442441,0.9570953,58.15
1000575489716210500,1746542778037,0,2,2830797,0,Valid,0.05384777,0.3275634,0.9432935,0,0,0,0.06342562,0.3273789,0.942762,-0.02958225,0,0,Compensated,5.102407,12.24208,0.4167926,0.9999217,0.03782219,0.3278046,0.9439881,0.02958225,0,0,Compensated,5.363666,12.08619,0.4437849,0.957673,58.15
1000575489721221100,1746542778037,0,2,2830798,0,Valid,0.05442109,0.327804,0.943177,0,0,0,0.06396472,0.3276182,0.9426425,-0.02958225,0,0,Compensated,5.103616,12.24208,0.4168913,0.9999241,0.03809616,0.3280522,0.9438911,0.02958225,0,0,Compensated,5.363938,12.08619,0.4438074,0.9583488,58.15
1000575489726217400,1746542778037,0,2,2830799,0,Valid,0.05478729,0.3279369,0.9431096,0,0,0,0.06433205,0.3277498,0.9425717,-0.02958225,0,0,Compensated,5.104316,12.24208,0.4169485,0.9999264,0.03819773,0.3281904,0.943839,0.02958225,0,0,Compensated,5.36624,12.08619,0.4439978,0.9588306,58.15
1000575489731209000,1746542778037,0,2,2830800,0,Valid,0.05556814,0.3310968,0.9419591,0,0,0,0.06449843,0.3309187,0.9414524,-0.02958225,0,0,Compensated,5.104642,12.24208,0.4169752,0.9999287,0.03889066,0.3313583,0.9427031,0.02958225,0,0,Compensated,5.861273,12.08619,0.4849564,0.9593002,58.15
1000575489736209800,1746542778037,0,2,2830801,0,Valid,0.05617543,0.333582,0.9410459,0,0,0,0.06464553,0.3334107,0.9405627,-0.02958225,0,0,Compensated,5.105051,12.24208,0.4170086,0.9999309,0.03951446,0.3338486,0.9417982,0.02958225,0,0,Compensated,5.880036,12.08619,0.4865089,0.9597236,58.15
1000575489741209600,1746542778037,0,2,2830802,0,Valid,0.05669161,0.3355898,0.9403008,0,0,0,0.06484122,0.335423,0.9398335,-0.02958225,0,0,Compensated,5.106247,12.24208,0.4171063,0.999933,0.04004513,0.3358608,0.94106,0.02958225,0,0,Compensated,5.876465,12.08619,0.4862134,0.9600758,58.15
1000575489746210600,1746542778037,0,2,2830803,0.1296197,Valid,0.05702632,0.3371215,0.9397324,0,0,0,0.06498239,0.3369574,0.9392747,-0.02958225,0,0,Compensated,5.107547,12.24208,0.4172125,0.9999351,0.04040163,0.3373953,0.9404957,0.02958225,0,0,Compensated,5.848099,12.08619,0.4838664,0.9605915,58.15
1000575489751210400,1746542778037,0,2,2830804,0.1044798,Valid,0.05731818,0.3377308,0.9394959,0,0,0,0.06514157,0.3375684,0.9390443,-0.02958225,0,0,Compensated,5.109146,12.24208,0.4173431,0.9999371,0.04127169,0.3379987,0.9402412,0.02958225,0,0,Compensated,5.703285,12.08619,0.4718846,0.9609064,58.15
1000575489756206700,1746542778037,0,2,2830805,0.1914013,Valid,0.05750434,0.3372315,0.9396639,0,0,0,0.06529796,0.3370695,0.9392126,-0.02958225,0,0,Compensated,5.110957,12.24208,0.417491,0.999939,0.04200774,0.3374923,0.9403905,0.02958225,0,0,Compensated,5.595812,12.08619,0.4629924,0.9614197,58.15
1000575489761209400,1746542778037,0,2,2830806,0.3826373,Valid,0.05756046,0.3362625,0.9400076,0,0,0,0.06535632,0.3361008,0.9395556,-0.02958225,0,0,Compensated,5.112843,12.24208,0.4176451,0.9999409,0.04267625,0.3365141,0.9407109,0.02958225,0,0,Compensated,5.531537,12.08619,0.4576743,0.9617276,58.15
1000575489766215800,1746542778037,0,2,2830807,0.4099713,Valid,0.0576607,0.3352011,0.9403805,0,0,0,0.06540912,0.3350407,0.9399305,-0.02958225,0,0,Compensated,5.114638,12.24208,0.4177917,0.9999427,0.04335558,0.335444,0.941062,0.02958225,0,0,Compensated,5.501073,12.08619,0.4551538,0.9621947,58.15
1000575489771215600,1746542778037,0,2,2830808,0.4318465,Valid,0.0580934,0.3344142,0.940634,0,0,0,0.06551028,0.3342604,0.9402012,-0.02958225,0,0,Compensated,5.116521,12.24208,0.4179455,0.9999444,0.04514516,0.3346384,0.9412646,0.02958225,0,0,Compensated,5.482663,12.08619,0.4536306,0.9626137,58.15
1000575489776215900,1746542778037,0,2,2830809,0.3904067,Valid,0.05868422,0.3332997,0.9409928,0,0,0,0.06565483,0.3331547,0.9405835,-0.02958225,0,0,Compensated,5.118246,12.24208,0.4180864,0.9999462,0.04718145,0.3335033,0.9415675,0.02958225,0,0,Compensated,5.430356,12.08619,0.4493027,0.9629565,58.15
1000575489781219800,1746542778037,0,2,2830810,0.4502127,Valid,0.0592389,0.3322937,0.9413138,0,0,0,0.06581573,0.3321565,0.9409252,-0.02958225,0,0,Compensated,5.119552,12.24208,0.4181931,0.9999478,0.04899289,0.3324785,0.9418374,0.02958225,0,0,Compensated,5.417161,12.08619,0.4482109,0.9633954,58.15
1000575489786227100,1746542778037,0,2,2830811,0.4585312,Valid,0.05979037,0.3314811,0.9415654,0,0,0,0.06594817,0.3313523,0.9411995,-0.02958225,0,0,Compensated,5.12116,12.24208,0.4183244,0.9999494,0.05074522,0.3316474,0.9420376,0.02958225,0,0,Compensated,5.410438,12.08619,0.4476547,0.9635108,58.15
1000575489791227900,1746542778037,0,2,2830812,0.5019094,Valid,0.06010989,0.3307737,0.9417938,0,0,0,0.06618454,0.3306463,0.9414312,-0.02958225,0,0,Compensated,5.124219,12.24208,0.4185743,0.9999509,0.05166061,0.3309304,0.94224,0.02958225,0,0,Compensated,5.409506,12.08619,0.4475776,0.9637735,58.15
1000575489796219100,1746542778037,0,2,2830813,0.5488403,Valid,0.06029371,0.3302764,0.9419566,0,0,0,0.06624702,0.3301515,0.9416004,-0.02958225,0,0,Compensated,5.138301,12.24208,0.4197246,0.9999524,0.05240206,0.3304238,0.9423769,0.02958225,0,0,Compensated,5.410696,12.08619,0.447676,0.9639806,58.15
1000575489801219900,1746542778037,0,2,2830814,0.5496143,Valid,0.06085508,0.3296976,0.9421232,0,0,0,0.06661814,0.329576,0.9417758,-0.02958225,0,0,Compensated,5.137989,12.24208,0.4196991,0.9999539,0.05353525,0.3298361,0.942519,0.02958225,0,0,Compensated,5.416934,12.08619,0.4481921,0.9640644,58.15
1000575489806218800,1746542778037,0,2,2830815,0.5304082,Valid,0.06133405,0.3292257,0.9422572,0,0,0,0.0669182,0.3291074,0.9419184,-0.02958225,0,0,Compensated,5.137985,12.24208,0.4196988,0.9999553,0.05451362,0.3293563,0.9426307,0.02958225,0,0,Compensated,5.424366,12.08619,0.4488072,0.964275,58.15
1000575489811218600,1746542778037,0,2,2830816,0.5090777,Valid,0.06153672,0.3288856,0.9423627,0,0,0,0.06714786,0.3287664,0.9420211,-0.02958225,0,0,Compensated,5.138185,12.24208,0.4197151,0.9999567,0.05487423,0.3290136,0.9427295,0.02958225,0,0,Compensated,5.424664,12.08619,0.4488317,0.9644374,58.15
1000575489816219400,1746542778037,0,2,2830817,0.5001485,Valid,0.06184652,0.3283134,0.942542,0,0,0,0.06741357,0.3281948,0.9422014,-0.02958225,0,0,Compensated,5.139013,12.24208,0.4197828,0.999958,0.05542627,0.3284375,0.942898,0.02958225,0,0,Compensated,5.422416,12.08619,0.4486458,0.9645714,58.15
1000575489821218900,1746542778037,0,2,2830818,0.487609,Valid,0.06219255,0.3275347,0.9427901,0,0,0,0.06771414,0.3274167,0.9424506,-0.02958225,0,0,Compensated,5.139884,12.24208,0.4198539,0.9999593,0.05598976,0.3276552,0.9431369,0.02958225,0,0,Compensated,5.412883,12.08619,0.4478571,0.9645389,58.15
1000575519678154300,1746542807829,27.88401,2,2836787,0,Valid,0.08948677,0.2390555,0.9668736,0,0,0,0.09152983,0.2390109,0.9666934,-0.02958225,0,0,Tracked,6.33104,12.23763,0.517342,0.9988551,0.08880653,0.2390701,0.9669327,0.02958225,0,0,Tracked,6.330824,11.87435,0.5331512,0.8781118,58.25
1000575519683155600,1746542807829,27.88401,2,2836788,0,Valid,0.1017078,0.2036289,0.9737509,0,0,0,0.1025967,0.2036102,0.9736615,-0.02958225,0,0,Tracked,6.329802,12.23763,0.5172408,0.9988919,0.1023212,0.203616,0.9736893,0.02958225,0,0,Tracked,6.332694,11.87435,0.5333086,0.8781098,58.25
1000575519688168700,1746542807829,27.88401,2,2836789,0,Valid,0.1114648,0.1797394,0.9773788,0,0,0,0.1116404,0.1797359,0.9773594,-0.02958225,0,0,Tracked,6.328766,12.23763,0.5171562,0.998928,0.1126587,0.1797151,0.9772464,0.02958225,0,0,Tracked,6.334249,11.87435,0.5334396,0.8780863,58.25
