raw_timestamp,relative_to_unix_epoch_timestamp,relative_to_video_first_frame_timestamp,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_projected_to_left_view_x,gaze_projected_to_left_view_y,gaze_projected_to_right_view_x,gaze_projected_to_right_view_y,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_pupil_size,left_status,left_projected_x,left_projected_y,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_pupil_size,right_status,right_projected_x,right_projected_y,inter_pupillary_distance_in_mm,left_iris_diameter_in_mm,left_pupil_diameter_in_mm,left_pupil_iris_diameter_ratio,left_eye_openness,right_iris_diameter_in_mm,right_pupil_diameter_in_mm,right_pupil_iris_diameter_ratio,right_eye_openness
1000048582384720500,1746015873522517000,149498400,2.000000,9705350,1.000000,2,0.065435,0.037346,0.997158,0.000000,0.000000,0.000000,0.466558,0.201447,-0.342114,0.201224,0.080161,0.037306,0.996084,-0.035162,0.000000,0.000000,0.076406,2,0.448704,0.201447,0.050666,0.037378,0.998016,0.035162,0.000000,0.000000,0.073285,2,-0.324125,0.201224,72.474998,12.474135,5.332696,0.427500,0.905233,12.488280,5.083834,0.407088,0.914579
1000048582389717900,1746015873527514400,154495800,2.000000,9705351,1.000000,2,0.065694,0.037318,0.997142,0.000000,0.000000,0.000000,0.466786,0.201418,-0.341885,0.201195,0.080463,0.037278,0.996060,-0.035162,0.000000,0.000000,0.076396,2,0.448970,0.201418,0.050881,0.037351,0.998006,0.035162,0.000000,0.000000,0.073300,2,-0.323935,0.201195,72.474998,12.474135,5.332053,0.427449,0.905213,12.488280,5.082769,0.407003,0.914593
1000048582394717400,1746015873532513900,159495300,2.000000,9705352,1.000000,2,0.065616,0.037267,0.997149,0.000000,0.000000,0.000000,0.466717,0.201365,-0.341954,0.201141,0.080484,0.037227,0.996060,-0.035162,0.000000,0.000000,0.076401,2,0.448989,0.201365,0.050705,0.037300,0.998017,0.035162,0.000000,0.000000,0.073303,2,-0.324092,0.201141,72.474998,12.474135,5.331495,0.427404,0.905224,12.488280,5.081781,0.406924,0.914577
1000048582399718100,1746015873537514600,164496000,2.000000,9705353,1.000000,2,0.065788,0.036896,0.997151,0.000000,0.000000,0.000000,0.466868,0.200977,-0.341802,0.200753,0.080521,0.036856,0.996071,-0.035162,0.000000,0.000000,0.076411,2,0.449021,0.200977,0.051012,0.036928,0.998015,0.035162,0.000000,0.000000,0.073313,2,-0.323820,0.200753,72.474998,12.474135,5.331086,0.427371,0.905228,12.488280,5.081005,0.406862,0.914595
1000048582404717600,1746015873542514100,169495500,2.000000,9705354,1.000000,2,0.065735,0.036863,0.997156,0.000000,0.000000,0.000000,0.466821,0.200942,-0.341849,0.200718,0.080523,0.036823,0.996072,-0.035162,0.000000,0.000000,0.076403,2,0.449022,0.200942,0.050903,0.036895,0.998022,0.035162,0.000000,0.000000,0.073316,2,-0.323916,0.200718,72.474998,12.474135,5.330673,0.427338,0.905249,12.488280,5.080361,0.406810,0.914596
1000048582409717500,1746015873547514000,174495400,2.000000,9705355,1.000000,2,0.065783,0.036369,0.997171,0.000000,0.000000,0.000000,0.466862,0.200426,-0.341807,0.200201,0.080542,0.036330,0.996089,-0.035162,0.000000,0.000000,0.076398,2,0.449038,0.200426,0.050981,0.036401,0.998036,0.035162,0.000000,0.000000,0.073292,2,-0.323848,0.200201,72.474998,12.474135,5.330219,0.427302,0.905265,12.488280,5.079595,0.406749,0.914592
1000048582414718400,1746015873552514900,179496300,2.000000,9705356,1.000000,2,0.065776,0.036391,0.997171,0.000000,0.000000,0.000000,0.466856,0.200449,-0.341813,0.200224,0.080503,0.036352,0.996091,-0.035162,0.000000,0.000000,0.076370,2,0.449004,0.200449,0.051006,0.036423,0.998034,0.035162,0.000000,0.000000,0.073281,2,-0.323826,0.200224,72.474998,12.474135,5.329653,0.427256,0.905270,12.488280,5.078872,0.406691,0.914557
1000048582419717900,1746015873557514400,184495800,2.000000,9705357,1.000000,2,0.065676,0.036372,0.997178,0.000000,0.000000,0.000000,0.466767,0.200429,-0.341902,0.200204,0.080350,0.036333,0.996104,-0.035162,0.000000,0.000000,0.076357,2,0.448868,0.200429,0.050959,0.036404,0.998037,0.035162,0.000000,0.000000,0.073267,2,-0.323868,0.200204,72.474998,12.474135,5.329031,0.427206,0.905272,12.488280,5.078088,0.406628,0.914554
1000048582424717400,1746015873562513900,189495300,2.000000,9705358,1.000000,2,0.065635,0.036227,0.997186,0.000000,0.000000,0.000000,0.466731,0.200276,-0.341938,0.200051,0.080285,0.036188,0.996115,-0.035162,0.000000,0.000000,0.076361,2,0.448810,0.200276,0.050944,0.036258,0.998043,0.035162,0.000000,0.000000,0.073254,2,-0.323882,0.200051,72.474998,12.474135,5.328424,0.427158,0.905303,12.488280,5.077354,0.406570,0.914562
1000048582429716900,1746015873567513400,194494800,2.000000,9705359,1.000000,2,0.065813,0.036221,0.997174,0.000000,0.000000,0.000000,0.466888,0.200271,-0.341780,0.200046,0.080668,0.036182,0.996084,-0.035162,0.000000,0.000000,0.076359,2,0.449149,0.200271,0.050915,0.036253,0.998045,0.035162,0.000000,0.000000,0.073239,2,-0.323907,0.200046,72.474998,12.474135,5.328017,0.427125,0.905326,12.488280,5.076632,0.406512,0.914567
1000048582434716400,1746015873572512900,199494300,2.000000,9705360,1.000000,2,0.065746,0.036380,0.997173,0.000000,0.000000,0.000000,0.466829,0.200437,-0.341840,0.200212,0.080553,0.036340,0.996088,-0.035162,0.000000,0.000000,0.076363,2,0.449047,0.200437,0.050896,0.036411,0.998040,0.035162,0.000000,0.000000,0.073232,2,-0.323924,0.200212,72.474998,12.474135,5.327725,0.427102,0.905332,12.488280,5.076022,0.406463,0.914582
1000048582439716800,1746015873577513300,204494700,2.000000,9705361,1.000000,2,0.065744,0.036785,0.997158,0.000000,0.000000,0.000000,0.466829,0.200861,-0.341841,0.200636,0.080799,0.036744,0.996053,-0.035162,0.000000,0.000000,0.076363,2,0.449266,0.200861,0.050645,0.036817,0.998038,0.035162,0.000000,0.000000,0.073227,2,-0.324145,0.200636,72.474998,12.474135,5.327537,0.427087,0.905335,12.488280,5.075467,0.406418,0.914625
1000048582444716400,1746015873582512900,209494300,2.000000,9705362,1.000000,2,0.065686,0.037234,0.997145,0.000000,0.000000,0.000000,0.466779,0.201330,-0.341892,0.201107,0.080470,0.037193,0.996063,-0.035162,0.000000,0.000000,0.076348,2,0.448976,0.201330,0.050858,0.037266,0.998010,0.035162,0.000000,0.000000,0.073226,2,-0.323955,0.201107,72.474998,12.474135,5.327219,0.427061,0.905341,12.488280,5.075027,0.406383,0.914624
1000048582449718700,1746015873587515200,214496600,2.000000,9705363,1.000000,2,0.065473,0.037740,0.997140,0.000000,0.000000,0.000000,0.466592,0.201859,-0.342080,0.201637,0.080549,0.037698,0.996038,-0.035162,0.000000,0.000000,0.076329,2,0.449047,0.201859,0.050352,0.037773,0.998017,0.035162,0.000000,0.000000,0.073221,2,-0.324403,0.201637,72.474998,12.474135,5.326946,0.427039,0.905417,12.488280,5.074663,0.406354,0.914624
