time,hand,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,trigger_pressed,grip_pressed,primary_button_pressed,joystick_x,joystick_y,thumb,index,middle,ring,pinky
12.8965,Right,-0.1658,0.7148,0.3931,0.3034,0.0990,0.1487,0.9360,-0.0008,0.0004,-0.0041,0.0073,0.0214,-0.0064,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
12.9284,Left,-0.3680,0.7258,0.6215,0.1377,0.6279,-0.2745,0.7152,-0.0029,-0.0019,-0.0014,0.0136,-0.0273,0.0003,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
12.9284,Right,-0.1659,0.7149,0.3929,0.3035,0.0992,0.1481,0.9360,-0.0010,0.0019,-0.0049,0.0036,0.0229,-0.0175,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
12.9633,Left,-0.3682,0.7257,0.6215,0.1375,0.6278,-0.2746,0.7152,-0.0039,-0.0015,-0.0019,0.0005,-0.0112,0.0010,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
12.9633,Right,-0.1658,0.7150,0.3928,0.3036,0.0993,0.1484,0.9359,-0.0011,0.0013,-0.0046,0.0091,0.0132,-0.0026,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
12.9970,Left,-0.3681,0.7257,0.6211,0.1376,0.6282,-0.2745,0.7149,-0.0017,-0.0002,-0.0048,0.0080,0.0063,0.0031,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
12.9970,Right,-0.1660,0.7149,0.3929,0.3034,0.0992,0.1484,0.9360,-0.0028,0.0011,-0.0030,-0.0038,-0.0002,-0.0005,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.0295,Left,-0.3681,0.7256,0.6212,0.1372,0.6281,-0.2750,0.7149,-0.0017,-0.0006,-0.0022,-0.0161,0.0037,-0.0051,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.0295,Right,-0.1661,0.7151,0.3925,0.3036,0.0997,0.1485,0.9359,-0.0014,0.0015,-0.0058,0.0081,0.0154,0.0069,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.0605,Left,-0.3681,0.7257,0.6210,0.1376,0.6285,-0.2741,0.7148,-0.0001,0.0004,-0.0032,0.0144,0.0062,0.0115,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.0605,Right,-0.1662,0.7150,0.3924,0.3039,0.1000,0.1480,0.9358,-0.0020,0.0011,-0.0049,0.0073,0.0240,-0.0082,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.0952,Left,-0.3682,0.7255,0.6212,0.1372,0.6281,-0.2745,0.7150,-0.0016,-0.0016,0.0012,-0.0089,-0.0051,0.0045,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.0952,Right,-0.1663,0.7150,0.3926,0.3035,0.0995,0.1489,0.9359,-0.0024,0.0016,-0.0013,-0.0036,-0.0102,0.0156,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.1278,Left,-0.3683,0.7255,0.6212,0.1374,0.6277,-0.2747,0.7154,-0.0025,-0.0027,0.0019,-0.0116,-0.0198,-0.0060,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.1278,Right,-0.1665,0.7151,0.3925,0.3029,0.0990,0.1503,0.9359,-0.0030,0.0023,-0.0015,-0.0084,-0.0305,0.0379,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.1613,Left,-0.3683,0.7255,0.6211,0.1371,0.6281,-0.2744,0.7151,-0.0019,-0.0010,-0.0018,0.0004,0.0013,0.0060,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.1613,Right,-0.1663,0.7151,0.3924,0.3036,0.0995,0.1491,0.9358,-0.0019,0.0010,-0.0031,0.0098,0.0111,-0.0130,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.1992,Left,-0.3684,0.7256,0.6211,0.1375,0.6276,-0.2742,0.7156,-0.0014,0.0006,-0.0014,0.0079,-0.0225,0.0066,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.1992,Right,-0.1663,0.7152,0.3924,0.3032,0.1000,0.1494,0.9358,-0.0005,0.0027,-0.0023,-0.0078,0.0144,0.0105,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.2295,Left,-0.3684,0.7257,0.6210,0.1372,0.6279,-0.2740,0.7154,-0.0008,0.0017,-0.0033,0.0016,0.0006,0.0116,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.2295,Right,-0.1663,0.7154,0.3922,0.3030,0.1003,0.1497,0.9358,-0.0012,0.0034,-0.0024,-0.0103,0.0133,0.0131,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.2647,Left,-0.3685,0.7256,0.6208,0.1369,0.6280,-0.2747,0.7152,-0.0021,0.0003,-0.0034,-0.0092,0.0082,-0.0037,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.2647,Right,-0.1664,0.7153,0.3922,0.3029,0.1009,0.1487,0.9359,-0.0022,0.0016,-0.0026,-0.0142,0.0300,-0.0121,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.2956,Left,-0.3685,0.7258,0.6209,0.1368,0.6280,-0.2741,0.7154,-0.0020,0.0024,-0.0016,0.0009,-0.0023,0.0141,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.2956,Right,-0.1665,0.7152,0.3919,0.3033,0.1012,0.1482,0.9358,-0.0023,-0.0011,-0.0054,0.0047,0.0310,-0.0176,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.3296,Left,-0.3687,0.7255,0.6208,0.1371,0.6276,-0.2743,0.7156,-0.0041,-0.0010,-0.0002,-0.0003,-0.0136,-0.0031,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.3296,Right,-0.1666,0.7150,0.3921,0.3033,0.1013,0.1483,0.9358,-0.0012,-0.0015,-0.0029,-0.0009,0.0192,-0.0048,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.3629,Left,-0.3689,0.7256,0.6209,0.1373,0.6272,-0.2740,0.7160,-0.0050,0.0001,0.0005,0.0062,-0.0226,0.0031,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.3629,Right,-0.1666,0.7151,0.3921,0.3030,0.1014,0.1482,0.9359,-0.0012,0.0010,-0.0010,-0.0108,0.0103,-0.0049,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.3980,Left,-0.3690,0.7255,0.6209,0.1372,0.6275,-0.2747,0.7156,-0.0052,-0.0016,-0.0011,-0.0089,0.0071,-0.0143,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.3980,Right,-0.1667,0.7151,0.3921,0.3030,0.1008,0.1487,0.9359,-0.0029,0.0013,-0.0004,-0.0029,-0.0149,0.0069,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.4305,Left,-0.3692,0.7255,0.6205,0.1367,0.6276,-0.2745,0.7156,-0.0043,-0.0003,-0.0045,-0.0094,0.0092,0.0059,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.4305,Right,-0.1668,0.7153,0.3921,0.3027,0.1006,0.1489,0.9360,-0.0027,0.0021,0.0000,-0.0071,-0.0115,0.0074,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.4627,Left,-0.3693,0.7254,0.6205,0.1377,0.6269,-0.2741,0.7162,-0.0046,-0.0016,-0.0036,0.0112,-0.0251,-0.0035,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.4627,Right,-0.1671,0.7154,0.3921,0.3027,0.1010,0.1488,0.9360,-0.0038,0.0024,-0.0010,-0.0082,0.0051,0.0069,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.4946,Left,-0.3696,0.7255,0.6203,0.1376,0.6267,-0.2740,0.7164,-0.0056,-0.0004,-0.0051,0.0055,-0.0216,0.0018,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.4946,Right,-0.1673,0.7154,0.3919,0.3030,0.1015,0.1483,0.9359,-0.0039,0.0014,-0.0038,0.0002,0.0204,-0.0038,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.5279,Left,-0.3696,0.7252,0.6201,0.1375,0.6267,-0.2741,0.7164,-0.0045,-0.0020,-0.0059,-0.0005,-0.0110,0.0009,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.5279,Right,-0.1673,0.7154,0.3917,0.3031,0.1019,0.1478,0.9359,-0.0036,0.0013,-0.0055,0.0001,0.0284,-0.0103,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.5631,Left,-0.3696,0.7252,0.6199,0.1380,0.6267,-0.2737,0.7164,-0.0031,-0.0020,-0.0055,0.0156,-0.0100,0.0029,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.5631,Right,-0.1671,0.7154,0.3913,0.3031,0.1021,0.1477,0.9359,-0.0009,0.0008,-0.0076,0.0018,0.0247,-0.0069,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.5963,Left,-0.3698,0.7253,0.6201,0.1375,0.6266,-0.2738,0.7166,-0.0041,-0.0001,-0.0017,-0.0045,-0.0047,0.0039,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.5963,Right,-0.1675,0.7154,0.3912,0.3032,0.1022,0.1476,0.9359,-0.0034,0.0012,-0.0073,0.0026,0.0154,-0.0041,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.6288,Left,-0.3701,0.7253,0.6200,0.1380,0.6266,-0.2738,0.7165,-0.0059,-0.0009,-0.0024,0.0112,-0.0073,-0.0088,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.6288,Right,-0.1675,0.7154,0.3909,0.3033,0.1025,0.1479,0.9357,-0.0015,0.0011,-0.0077,0.0048,0.0122,0.0082,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.6610,Left,-0.3702,0.7253,0.6198,0.1382,0.6266,-0.2737,0.7165,-0.0046,-0.0001,-0.0023,0.0108,-0.0034,-0.0029,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.6610,Right,-0.1676,0.7153,0.3906,0.3036,0.1021,0.1477,0.9357,-0.0030,-0.0002,-0.0079,0.0115,-0.0015,-0.0045,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.6949,Left,-0.3702,0.7253,0.6197,0.1374,0.6268,-0.2743,0.7162,-0.0032,0.0008,-0.0025,-0.0134,0.0111,-0.0024,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.6949,Right,-0.1675,0.7154,0.3905,0.3040,0.1020,0.1486,0.9355,-0.0015,0.0004,-0.0077,0.0184,-0.0077,0.0217,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.7302,Left,-0.3702,0.7253,0.6195,0.1376,0.6274,-0.2741,0.7158,-0.0022,-0.0001,-0.0047,0.0023,0.0253,0.0001,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.7302,Right,-0.1676,0.7153,0.3901,0.3042,0.1020,0.1476,0.9356,-0.0026,0.0006,-0.0084,0.0152,0.0061,-0.0152,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.7628,Left,-0.3703,0.7253,0.6195,0.1374,0.6273,-0.2745,0.7157,-0.0028,-0.0008,-0.0017,-0.0097,0.0102,-0.0061,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.7628,Right,-0.1677,0.7154,0.3899,0.3042,0.1012,0.1484,0.9355,-0.0030,0.0006,-0.0077,0.0147,-0.0265,0.0063,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.7962,Left,-0.3707,0.7252,0.6195,0.1384,0.6268,-0.2740,0.7161,-0.0055,-0.0022,-0.0009,0.0151,-0.0222,-0.0120,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.7962,Right,-0.1677,0.7155,0.3898,0.3042,0.1006,0.1492,0.9355,-0.0023,0.0022,-0.0069,0.0118,-0.0346,0.0202,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.8296,Left,-0.3708,0.7253,0.6196,0.1385,0.6269,-0.2740,0.7161,-0.0040,-0.0003,-0.0004,0.0093,-0.0087,-0.0046,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.8296,Right,-0.1678,0.7153,0.3896,0.3046,0.1008,0.1488,0.9354,-0.0014,0.0008,-0.0072,0.0141,-0.0076,0.0006,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.8631,Left,-0.3706,0.7254,0.6194,0.1384,0.6267,-0.2742,0.7162,-0.0004,0.0010,-0.0015,-0.0013,-0.0060,-0.0042,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.8631,Right,-0.1678,0.7154,0.3893,0.3045,0.1009,0.1486,0.9354,-0.0013,0.0017,-0.0073,0.0050,-0.0011,-0.0028,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.8965,Left,-0.3705,0.7255,0.6190,0.1380,0.6277,-0.2743,0.7153,0.0007,0.0021,-0.0062,-0.0009,0.0333,-0.0002,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.8965,Right,-0.1680,0.7156,0.3892,0.3047,0.1015,0.1484,0.9353,-0.0006,0.0024,-0.0069,0.0009,0.0198,-0.0007,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.9297,Left,-0.3704,0.7256,0.6188,0.1377,0.6284,-0.2749,0.7145,0.0010,0.0019,-0.0061,-0.0071,0.0484,-0.0104,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.9297,Right,-0.1681,0.7155,0.3887,0.3047,0.1022,0.1477,0.9354,-0.0016,0.0010,-0.0088,0.0002,0.0345,-0.0126,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.9623,Left,-0.3704,0.7256,0.6189,0.1381,0.6285,-0.2749,0.7144,0.0004,0.0014,-0.0025,0.0042,0.0260,-0.0116,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.9623,Right,-0.1682,0.7152,0.3885,0.3052,0.1029,0.1467,0.9353,-0.0014,-0.0014,-0.0090,0.0053,0.0475,-0.0262,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.9960,Left,-0.3705,0.7256,0.6190,0.1378,0.6286,-0.2752,0.7142,-0.0009,0.0013,-0.0002,-0.0085,0.0279,-0.0124,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
13.9960,Right,-0.1682,0.7152,0.3884,0.3052,0.1032,0.1467,0.9353,-0.0001,-0.0013,-0.0079,0.0044,0.0391,-0.0140,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.0296,Left,-0.3706,0.7254,0.6187,0.1381,0.6292,-0.2755,0.7135,-0.0015,-0.0006,-0.0021,0.0046,0.0359,-0.0203,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.0296,Right,-0.1684,0.7151,0.3883,0.3053,0.1026,0.1468,0.9353,-0.0023,-0.0011,-0.0055,0.0096,0.0050,-0.0108,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.0630,Left,-0.3706,0.7255,0.6187,0.1377,0.6297,-0.2757,0.7131,-0.0009,0.0012,-0.0017,-0.0022,0.0381,-0.0085,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.0630,Right,-0.1685,0.7153,0.3887,0.3054,0.1026,0.1470,0.9352,-0.0025,0.0006,-0.0003,0.0034,-0.0045,-0.0041,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.0984,Left,-0.3707,0.7256,0.6188,0.1374,0.6297,-0.2760,0.7131,-0.0011,0.0018,0.0005,-0.0136,0.0206,-0.0067,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.0984,Right,-0.1681,0.7153,0.3885,0.3055,0.1024,0.1472,0.9352,0.0011,0.0001,-0.0005,0.0070,-0.0121,0.0038,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.1304,Left,-0.3708,0.7255,0.6188,0.1382,0.6295,-0.2759,0.7131,-0.0029,0.0002,-0.0001,0.0120,0.0018,-0.0143,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.1304,Right,-0.1681,0.7153,0.3886,0.3057,0.1015,0.1474,0.9352,0.0000,-0.0001,0.0004,0.0108,-0.0303,-0.0012,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.1614,Left,-0.3709,0.7256,0.6187,0.1383,0.6297,-0.2759,0.7129,-0.0030,0.0004,-0.0006,0.0099,0.0057,-0.0107,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.1614,Right,-0.1680,0.7152,0.3886,0.3054,0.1012,0.1477,0.9352,0.0011,0.0003,0.0011,0.0021,-0.0286,0.0079,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.1972,Left,-0.3709,0.7256,0.6188,0.1384,0.6294,-0.2763,0.7130,-0.0017,0.0006,0.0009,-0.0011,0.0005,-0.0147,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.1972,Right,-0.1679,0.7151,0.3886,0.3057,0.1012,0.1472,0.9352,0.0026,-0.0006,0.0007,0.0078,-0.0089,-0.0103,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.2288,Left,-0.3709,0.7257,0.6188,0.1381,0.6295,-0.2763,0.7129,-0.0010,0.0018,0.0008,-0.0043,0.0055,-0.0027,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.2288,Right,-0.1683,0.7152,0.3889,0.3058,0.1005,0.1475,0.9352,-0.0013,-0.0006,0.0016,0.0079,-0.0283,-0.0079,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.2629,Left,-0.3710,0.7256,0.6187,0.1384,0.6297,-0.2767,0.7126,-0.0011,0.0005,-0.0005,0.0016,0.0132,-0.0137,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.2629,Right,-0.1683,0.7153,0.3887,0.3058,0.0998,0.1479,0.9352,-0.0009,0.0000,0.0009,0.0077,-0.0380,0.0005,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.2938,Left,-0.3708,0.7258,0.6188,0.1376,0.6302,-0.2768,0.7122,0.0008,0.0022,0.0004,-0.0127,0.0290,0.0032,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.2938,Right,-0.1682,0.7154,0.3889,0.3055,0.0995,0.1483,0.9353,0.0014,0.0009,0.0022,0.0000,-0.0318,0.0101,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.3266,Left,-0.3708,0.7257,0.6190,0.1378,0.6300,-0.2773,0.7122,0.0004,0.0013,0.0034,-0.0122,0.0077,-0.0137,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.3266,Right,-0.1681,0.7152,0.3890,0.3060,0.0991,0.1474,0.9353,0.0013,-0.0018,0.0023,0.0155,-0.0169,-0.0223,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.3652,Left,-0.3709,0.7257,0.6190,0.1391,0.6297,-0.2771,0.7123,-0.0013,0.0002,0.0010,0.0231,-0.0151,-0.0249,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.3652,Right,-0.1680,0.7151,0.3891,0.3060,0.0987,0.1479,0.9353,0.0019,-0.0009,0.0025,0.0108,-0.0206,0.0004,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.3962,Left,-0.3708,0.7257,0.6188,0.1385,0.6308,-0.2773,0.7114,0.0014,0.0012,-0.0021,0.0070,0.0398,-0.0098,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.3962,Right,-0.1682,0.7151,0.3893,0.3063,0.0982,0.1479,0.9353,-0.0011,-0.0009,0.0035,0.0146,-0.0235,-0.0131,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.4314,Left,-0.3707,0.7257,0.6190,0.1377,0.6310,-0.2779,0.7111,0.0029,0.0015,0.0027,-0.0233,0.0359,0.0011,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.4314,Right,-0.1683,0.7151,0.3893,0.3060,0.0973,0.1488,0.9353,-0.0013,-0.0005,0.0034,0.0082,-0.0456,0.0103,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.4607,Left,-0.3707,0.7257,0.6192,0.1382,0.6306,-0.2778,0.7113,0.0015,0.0004,0.0042,-0.0018,0.0012,-0.0094,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.4607,Right,-0.1681,0.7152,0.3893,0.3063,0.0971,0.1484,0.9353,0.0015,-0.0008,0.0022,0.0126,-0.0206,-0.0078,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.4956,Left,-0.3708,0.7256,0.6194,0.1389,0.6307,-0.2779,0.7111,-0.0002,-0.0003,0.0042,0.0129,0.0032,-0.0198,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.4956,Right,-0.1679,0.7153,0.3893,0.3062,0.0971,0.1486,0.9353,0.0027,0.0000,0.0016,0.0062,-0.0151,0.0013,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.5279,Left,-0.3707,0.7258,0.6195,0.1385,0.6311,-0.2782,0.7107,0.0017,0.0022,0.0027,-0.0025,0.0221,-0.0066,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.5279,Right,-0.1677,0.7153,0.3893,0.3063,0.0968,0.1484,0.9353,0.0030,0.0005,0.0010,0.0084,-0.0092,-0.0082,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.5618,Left,-0.3705,0.7258,0.6196,0.1384,0.6313,-0.2784,0.7105,0.0037,0.0019,0.0022,-0.0054,0.0236,-0.0072,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.5618,Right,-0.1680,0.7152,0.3897,0.3064,0.0968,0.1483,0.9353,0.0005,0.0002,0.0034,0.0010,-0.0046,-0.0112,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.5951,Left,-0.3703,0.7258,0.6195,0.1384,0.6317,-0.2783,0.7102,0.0037,0.0014,0.0005,0.0051,0.0245,-0.0039,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.5951,Right,-0.1676,0.7151,0.3897,0.3061,0.0970,0.1484,0.9353,0.0034,-0.0002,0.0029,-0.0062,0.0021,0.0015,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.6293,Left,-0.3702,0.7258,0.6195,0.1386,0.6319,-0.2787,0.7098,0.0034,-0.0003,0.0012,0.0003,0.0187,-0.0145,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.6293,Right,-0.1675,0.7150,0.3896,0.3065,0.0973,0.1479,0.9353,0.0035,-0.0009,0.0005,0.0030,0.0179,-0.0102,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.6627,Left,-0.3701,0.7256,0.6198,0.1384,0.6320,-0.2786,0.7098,0.0032,-0.0012,0.0045,-0.0014,0.0093,-0.0039,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.6627,Right,-0.1675,0.7152,0.3896,0.3064,0.0974,0.1478,0.9353,0.0029,0.0001,0.0002,-0.0002,0.0110,-0.0073,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.6960,Left,-0.3700,0.7256,0.6198,0.1389,0.6320,-0.2787,0.7096,0.0036,-0.0018,0.0023,0.0086,0.0076,-0.0155,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.6960,Right,-0.1673,0.7151,0.3897,0.3065,0.0974,0.1481,0.9352,0.0041,-0.0004,0.0008,0.0036,0.0040,0.0029,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.7283,Left,-0.3696,0.7256,0.6199,0.1384,0.6324,-0.2787,0.7094,0.0069,-0.0003,0.0024,-0.0036,0.0221,0.0019,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.7283,Right,-0.1671,0.7150,0.3899,0.3067,0.0971,0.1481,0.9352,0.0037,-0.0006,0.0021,0.0056,-0.0068,-0.0016,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
14.7620,Left,-0.3694,0.7255,0.6200,0.1381,0.6325,-0.2788,0.7093,0.0069,-0.0004,0.0027,-0.0093,0.0158,0.0052,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
